# Time Series: Nisqually 2001 - UNR-058
# Time (s),Acceleration (g's)
90.56,4.11826668638118E-4
90.57,-6.230343695349584E-4
90.58,-7.859819612201925E-4
90.59,-8.283868599368796E-4
90.6,-0.0018146461839670018
90.61,-0.00224440558192655
90.62,-0.001890411098591262
90.63,-0.002660837288982476
90.64,-0.0034846252287988252
90.65,-0.002918121886678937
90.66,-0.00330928502597727
90.67,-0.004154996864372645
90.68,-0.0036828274691153447
90.69,-0.0038429229145528795
90.7,-0.004519973691321705
90.71,-0.0047043587769523745
90.72,-0.0044027573126398925
90.73,-0.004663376382352791
90.74,-0.005537681063360066
90.75,-0.005130783702895484
90.76,-0.005308030775035308
90.77,-0.006276659205743042
90.78,-0.006198049282884573
90.79,-0.006287621155032555
90.8,-0.007170022382770875
90.81,-0.007441124135153187
90.82,-0.0071371365349023365
90.83,-0.007801797759683479
90.84,-0.008040023861359383
90.85,-0.007623133282007617
90.86,-0.007673150362254185
90.87,-0.007904707519897212
90.88,-0.007627405892939995
90.89,-0.006941789499982155
90.9,-0.0072305221456868555
90.91,-0.0068269694544008394
90.92,-0.005857382490452907
90.93,-0.006101798269541586
90.94,-0.005860706765307215
90.95,-0.004826806299806764
90.96,-0.0047467585770879965
90.97,-0.005113632076193195
90.98,-0.004348437029974558
90.99,-0.003929639581304523
91.0,-0.004353209301851295
91.01,-0.00407114560017947
91.02,-0.0033760050577924163
91.03,-0.0035065491273778508
91.04,-0.003765261327772481
91.05,-0.002717064440966079
91.06,-0.0024997935074668716
91.07,-0.0029662422947693656
91.08,-0.0017036398770222247
91.09,-9.93717528411843E-4
91.1,-0.0013215216205330056
91.11,-4.758097821376311E-4
91.12,5.82398678447788E-4
91.13,7.901332259232255E-4
91.14,0.0011465179240617335
91.15,0.0021456460666996373
91.16,0.00259780862985831
91.17,0.0025687365206263097
91.18,0.0035997919778925527
91.19,0.0044040523522303745
91.2,0.004129605930669494
91.21,0.004740905406025502
91.22,0.00564379273248255
91.23,0.005400804556092039
91.24,0.005480842081648676
91.25,0.006560017947005348
91.26,0.006707244573835101
91.27,0.006430422213497983
91.28,0.007323295926743587
91.29,0.007863602759352072
91.3,0.0077873687752698425
91.31,0.008090866911738463
91.32,0.008958023382092763
91.33,0.009052357328955351
91.34,0.008837472531394512
91.35,0.009926651812800497
91.36,0.010038096597716855
91.37,0.009650787985703579
91.38,0.01029107799299455
91.39,0.010590772587988762
91.4,0.010086696272427382
91.41,0.010099595682521554
91.42,0.010672757771512187
91.43,0.010049598996599246
91.44,0.009535009406882065
91.45,0.009947137911519225
91.46,0.009591705628323637
91.47,0.008653087445763845
91.48,0.0087498075285648
91.49,0.008652608179143744
91.5,0.0073919126307148714
91.51,0.007202276006587367
91.52,0.007376657676168722
91.53,0.0063537089627956535
91.54,0.005757185175365696
91.55,0.006117389730438019
91.56,0.005423666593587005
91.57,0.004346397597548602
91.58,0.004482672472250972
91.59,0.004409772960185181
91.6,0.0033415590441180218
91.61,0.0028917826168977172
91.62,0.003288187097530757
91.63,0.0023147863949462867
91.64,0.0015386497937623957
91.65,0.0019259991944241917
91.66,0.0012608689001850784
91.67,1.7502918937659648E-4
91.68,1.2119021276378783E-4
91.69,8.879066755721882E-5
91.7,-0.0010732921028077885
91.71,-0.001468738050200629
91.72,-0.0011752535269434516
91.73,-0.001997134597441532
91.74,-0.0030834484762890485
91.75,-0.0027075300943747355
91.76,-0.0027790020037423585
91.77,-0.004159769136249382
91.78,-0.0036647275063349865
91.79,-0.0033740879913120177
91.8,-0.004479470563342221
91.81,-0.004586204259354622
91.82,-0.00402588039748538
91.83,-0.004260782224306975
91.84,-0.004967843249223741
91.85,-0.004450408651272351
91.86,-0.004367984989777344
91.87,-0.004944491747946546
91.88,-0.004498049792742679
91.89,-0.004128321088241142
91.9,-0.0045123360168865005
91.91,-0.0044060917846563295
91.92,-0.0036718757169879623
91.93,-0.0040882972268817585
91.94,-0.004014449378737897
91.95,-0.0030658175829666604
91.96,-0.0032983332738498877
91.97,-0.0032392509164699463
91.98,-0.0026160513529084853
91.99,-0.0021338785416018724
92.0,-0.002348284072542611
92.01,-0.0021681817950064495
92.02,-0.001021347758918693
92.03,-0.0013610560181101599
92.04,-0.0014649345087262213
92.05,-2.390112831598966E-4
92.06,-1.270444035424941E-4
92.07,-5.591889177241974E-4
92.08,4.1754523716049823E-4
92.09,0.001095542310574967
92.1,4.1516318008698175E-4
92.11,0.0010502771078808768
92.12,0.0022128249708106237
92.13,0.001815472154099514
92.14,0.0015743806498651426
92.15,0.0027688456302610983
92.16,0.003236732217423891
92.17,0.0023114621200919787
92.18,0.002929899608938832
92.19,0.004082444055819266
92.2,0.0032129116466887266
92.21,0.003199094492002875
92.22,0.004477900200374236
92.23,0.0041863123492731965
92.24,0.0036898431166606334
92.25,0.004480276139150474
92.26,0.0046885021898405675
92.27,0.0038008596207675404
92.28,0.004251105117445815
92.29,0.0047966532913890055
92.3,0.0038251594581228043
92.31,0.0038399249488867246
92.32,0.004439793405495251
92.33,0.003886138487658884
92.34,0.003261032054779155
92.35,0.003834693804714148
92.36,0.003577399009855557
92.37,0.0023829340294596016
92.38,0.002610198181845992
92.39,0.002778379976852442
92.4,0.0017120831272656818
92.41,0.0011265110919631066
92.42,0.0016606180499966858
92.43,9.850040533719467E-4
92.44,-2.8379823895010014E-4
92.45,1.6978784804188993E-4
92.46,1.4977693707841108E-4
92.47,-0.0012109843830461983
92.48,-0.0012638668658512336
92.49,-9.541719139563459E-4
92.5,-0.002268236349823844
92.51,-0.002754702166387094
92.52,-0.0022725191579183513
92.53,-0.00320257172428913
92.54,-0.00432938873111613
92.55,-0.003900567472072522
92.56,-0.004079252344072644
92.57,-0.0055734119194628135
92.58,-0.005581039396735888
92.59,-0.005298496428443963
92.6,-0.006634956891497096
92.61,-0.007307235396389184
92.62,-0.006960847996002713
92.63,-0.007742236135683439
92.64,-0.008744229680879812
92.65,-0.008387359597823925
92.66,-0.008538399963290215
92.67,-0.009628996650232239
92.68,-0.009506080057919879
92.69,-0.00917208220952109
92.7,-0.009992535677321
92.71,-0.010344205207690698
92.72,-0.009778609413000362
92.73,-0.010195999653296487
92.74,-0.010807768198110466
92.75,-0.01014600296737418
92.76,-0.01007160447247531
92.77,-0.010611880713597406
92.78,-0.010293219397041803
92.79,-0.009679513391423165
92.8,-0.010010197162129779
92.81,-0.009893439655743805
92.82,-0.009001993545196372
92.83,-0.00921734741221518
92.84,-0.009276429769595121
92.85,-0.008384504392427588
92.86,-0.007996186261363463
92.87,-0.008485986549943151
92.88,-0.007804663162241948
92.89,-0.006779318115768382
92.9,-0.007252435847103751
92.91,-0.006858407305246949
92.92,-0.005571025783524444
92.93,-0.005389495903290114
92.94,-0.005459060943339468
92.95,-0.004240754997884089
92.96,-0.003639948402359623
92.97,-0.003985856536125996
92.98,-0.002867136076030041
92.99,-0.0015954785783116557
93.0,-0.0016917295916546425
93.01,-0.0013248458953873138
93.02,3.6465867549061095E-4
93.03,7.253363788857561E-4
